conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9488,skill/competence,cross-sector,PostgreSQL 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9489,skill/competence,cross-sector,SQLite 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9490,skill/competence,cross-sector,Oracle 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9491,skill/competence,cross-sector,SQL Server 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9492,skill/competence,cross-sector,MongoDB 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9493,skill/competence,cross-sector,Python 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9494,skill/competence,cross-sector,Java 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9495,skill/competence,cross-sector,JavaScript 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9496,skill/competence,cross-sector,TypeScript 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9497,skill/competence,cross-sector,C 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9498,skill/competence,cross-sector,C++ 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9499,skill/competence,cross-sector,C# 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9500,skill/competence,cross-sector,Ruby 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9501,skill/competence,cross-sector,PHP 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9502,skill/competence,cross-sector,Swift 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9503,skill/competence,cross-sector,Kotlin 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9504,skill/competence,cross-sector,Go 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9505,skill/competence,cross-sector,Rust 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9506,skill/competence,cross-sector,Dart 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9507,skill/competence,cross-sector,Scala 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9508,skill/competence,cross-sector,R 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9509,skill/competence,cross-sector,MATLAB 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9510,skill/competence,cross-sector,Perl 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9511,skill/competence,cross-sector,Lua 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9512,skill/competence,cross-sector,Haskell 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9513,skill/competence,cross-sector,Julia 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9514,skill/competence,cross-sector,Objective-C 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9515,skill/competence,cross-sector,Assembly 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9516,skill/competence,cross-sector,SQL 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9517,skill/competence,cross-sector,NoSQL 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9518,skill/competence,cross-sector,Bash 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9519,skill/competence,cross-sector,Shell 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9520,skill/competence,cross-sector,PowerShell 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9521,skill/competence,cross-sector,React 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9522,skill/competence,cross-sector,Angular 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9523,skill/competence,cross-sector,Vue 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9524,skill/competence,cross-sector,Svelte 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9525,skill/competence,cross-sector,Next.js 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9526,skill/competence,cross-sector,Nuxt.js 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9527,skill/competence,cross-sector,Gatsby 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9528,skill/competence,cross-sector,Ember 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9529,skill/competence,cross-sector,Backbone 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9530,skill/competence,cross-sector,jQuery 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9531,skill/competence,cross-sector,Bootstrap 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9532,skill/competence,cross-sector,Tailwind CSS 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9533,skill/competence,cross-sector,Material-UI 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9534,skill/competence,cross-sector,Chakra UI 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9535,skill/competence,cross-sector,Sass 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9536,skill/competence,cross-sector,LESS 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9537,skill/competence,cross-sector,Node.js 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9538,skill/competence,cross-sector,Express 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9539,skill/competence,cross-sector,NestJS 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9540,skill/competence,cross-sector,Django 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9541,skill/competence,cross-sector,Flask 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9542,skill/competence,cross-sector,FastAPI 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9543,skill/competence,cross-sector,Spring Boot 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9544,skill/competence,cross-sector,Ruby on Rails 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9545,skill/competence,cross-sector,Laravel 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9546,skill/competence,cross-sector,Symfony 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9547,skill/competence,cross-sector,CodeIgniter 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9548,skill/competence,cross-sector,ASP.NET 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9549,skill/competence,cross-sector,Entity Framework 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9550,skill/competence,cross-sector,Flutter 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9551,skill/competence,cross-sector,React Native 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9552,skill/competence,cross-sector,Ionic 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9553,skill/competence,cross-sector,Xamarin 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9554,skill/competence,cross-sector,Cordova 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9555,skill/competence,cross-sector,Electron 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9556,skill/competence,cross-sector,Tauri 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9557,skill/competence,cross-sector,Machine Learning 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9558,skill/competence,cross-sector,Deep Learning 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9559,skill/competence,cross-sector,Artificial Intelligence 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9560,skill/competence,cross-sector,Data Science 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9561,skill/competence,cross-sector,Data Analytics 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9562,skill/competence,cross-sector,Data Engineering 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9563,skill/competence,cross-sector,Computer Vision 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9564,skill/competence,cross-sector,Natural Language Processing 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9565,skill/competence,cross-sector,NLP 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9566,skill/competence,cross-sector,Neural Networks 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9567,skill/competence,cross-sector,TensorFlow 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9568,skill/competence,cross-sector,PyTorch 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9569,skill/competence,cross-sector,Keras 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9570,skill/competence,cross-sector,Scikit-Learn 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9571,skill/competence,cross-sector,Pandas 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9572,skill/competence,cross-sector,NumPy 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9573,skill/competence,cross-sector,Matplotlib 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9574,skill/competence,cross-sector,Seaborn 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9575,skill/competence,cross-sector,Plotly 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9576,skill/competence,cross-sector,SciPy 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9577,skill/competence,cross-sector,NLTK 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9578,skill/competence,cross-sector,Spacy 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9579,skill/competence,cross-sector,HuggingFace 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9580,skill/competence,cross-sector,OpenCV 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9581,skill/competence,cross-sector,Apache Spark 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9582,skill/competence,cross-sector,Hadoop 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9583,skill/competence,cross-sector,Kafka 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9584,skill/competence,cross-sector,Airflow 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9585,skill/competence,cross-sector,Tableau 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9586,skill/competence,cross-sector,Power BI 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9587,skill/competence,cross-sector,MySQL 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9588,skill/competence,cross-sector,PostgreSQL 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9589,skill/competence,cross-sector,SQLite 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9590,skill/competence,cross-sector,Oracle 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9591,skill/competence,cross-sector,SQL Server 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9592,skill/competence,cross-sector,MongoDB 9493,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9593,skill/competence,cross-sector,Python 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9594,skill/competence,cross-sector,Java 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9595,skill/competence,cross-sector,JavaScript 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9596,skill/competence,cross-sector,TypeScript 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9597,skill/competence,cross-sector,C 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9598,skill/competence,cross-sector,C++ 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9599,skill/competence,cross-sector,C# 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9600,skill/competence,cross-sector,Ruby 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9601,skill/competence,cross-sector,PHP 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9602,skill/competence,cross-sector,Swift 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9603,skill/competence,cross-sector,Kotlin 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9604,skill/competence,cross-sector,Go 9593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9605,skill/competence,cross-sector,Rust 9593,,Massive generated dataset
